16432;10068;4;25;06.01.19;37404;06.01.19;39488;2084;{"type":"Feature","geometry":{"type":"LineString","coordinates":[[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[47.374216,8.521081],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]]},"properties":{"name":"GeoJson"}}
16447;10068;4;25;06.01.19;73475;06.01.19;75505;2030;{"type":"Feature","geometry":{"type":"LineString","coordinates":[[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]]},"properties":{"name":"GeoJson"}}
16446;10068;4;25;06.01.19;70979;06.01.19;73075;2096;{"type":"Feature","geometry":{"type":"LineString","coordinates":[[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[47.374216,8.521081],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]]},"properties":{"name":"GeoJson"}}
16427;10068;4;25;06.01.19;25949;06.01.19;27913;1964;{"type":"Feature","geometry":{"type":"LineString","coordinates":[[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]]},"properties":{"name":"GeoJson"}}
16445;10068;4;25;06.01.19;68681;06.01.19;70632;1951;{"type":"Feature","geometry":{"type":"LineString","coordinates":[[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]]},"properties":{"name":"GeoJson"}}
16442;10068;4;25;06.01.19;61417;06.01.19;63556;2139;{"type":"Feature","geometry":{"type":"LineString","coordinates":[[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[47.374216,8.521081],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]]},"properties":{"name":"GeoJson"}}
16449;10068;4;25;06.01.19;78330;06.01.19;80235;1905;{"type":"Feature","geometry":{"type":"LineString","coordinates":[[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]]},"properties":{"name":"GeoJson"}}
16441;10068;4;25;06.01.19;59083;06.01.19;61240;2157;{"type":"Feature","geometry":{"type":"LineString","coordinates":[[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]]},"properties":{"name":"GeoJson"}}
16450;10068;4;25;06.01.19;80538;06.01.19;82446;1908;{"type":"Feature","geometry":{"type":"LineString","coordinates":[[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[47.374216,8.521081],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]]},"properties":{"name":"GeoJson"}}
16456;10069;5;1;06.01.19;33961;06.01.19;34134;173;{"type":"Feature","geometry":{"type":"LineString","coordinates":[[0,0]]},"properties":{"name":"GeoJson"}}
16451;10068;4;25;06.01.19;82669;06.01.19;84595;1926;{"type":"Feature","geometry":{"type":"LineString","coordinates":[[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]]},"properties":{"name":"GeoJson"}}
16452;10068;4;25;06.01.19;85094;07.01.19;559;-84535;{"type":"Feature","geometry":{"type":"LineString","coordinates":[[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[47.374216,8.521081],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]]},"properties":{"name":"GeoJson"}}
16448;10068;4;25;06.01.19;75962;06.01.19;77801;1839;{"type":"Feature","geometry":{"type":"LineString","coordinates":[[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[47.374216,8.521081],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]]},"properties":{"name":"GeoJson"}}
16453;10068;4;25;07.01.19;1146;07.01.19;3057;1911;{"type":"Feature","geometry":{"type":"LineString","coordinates":[[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]]},"properties":{"name":"GeoJson"}}
16458;10069;5;25;06.01.19;35691;06.01.19;37625;1934;{"type":"Feature","geometry":{"type":"LineString","coordinates":[[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]]},"properties":{"name":"GeoJson"}}
16440;10068;4;25;06.01.19;56603;06.01.19;58722;2119;{"type":"Feature","geometry":{"type":"LineString","coordinates":[[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[47.374216,8.521081],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]]},"properties":{"name":"GeoJson"}}
16461;10069;5;25;06.01.19;42796;06.01.19;44974;2178;{"type":"Feature","geometry":{"type":"LineString","coordinates":[[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[47.374216,8.521081],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]]},"properties":{"name":"GeoJson"}}
